ds,y
6/3/94,460.130005
6/2/94,457.649994
6/1/94,457.630005
5/31/94,456.5
5/27/94,457.329987
5/26/94,457.059998
5/25/94,456.339996
5/24/94,454.809998
5/23/94,453.200012
5/20/94,454.920013
5/19/94,456.480011
5/18/94,453.690002
5/17/94,449.369995
5/16/94,444.48999
5/13/94,444.140015
5/12/94,443.75
5/11/94,441.48999
5/10/94,446.01001
5/9/94,442.320007
5/6/94,447.820007
5/5/94,451.380005
5/4/94,451.720001
5/3/94,453.029999
5/2/94,453.019989
4/29/94,450.910004
4/28/94,449.100006
4/26/94,451.869995
4/25/94,452.709991
4/22/94,447.630005
4/21/94,448.730011
4/20/94,441.959991
4/19/94,442.540009
4/18/94,442.459991
4/15/94,446.179993
4/14/94,446.380005
4/13/94,446.26001
4/12/94,447.570007
4/11/94,449.869995
4/8/94,447.100006
4/7/94,450.880005
4/6/94,448.049988
4/5/94,448.290009
4/4/94,438.920013
3/31/94,445.769989
3/30/94,445.549988
3/29/94,452.480011
3/28/94,460
3/25/94,460.579987
3/24/94,464.350006
3/23/94,468.540009
3/22/94,468.799988
3/21/94,468.540009
3/18/94,471.059998
3/17/94,470.899994
3/16/94,469.420013
3/15/94,467.01001
3/14/94,467.390015
3/11/94,466.440002
3/10/94,463.899994
3/9/94,467.059998
3/8/94,465.880005
3/7/94,466.910004
3/4/94,464.73999
3/3/94,463.01001
3/2/94,464.809998
3/1/94,464.440002
2/28/94,467.140015
2/25/94,466.070007
2/24/94,464.26001
2/23/94,470.690002
2/22/94,471.459991
2/18/94,467.690002
2/17/94,470.339996
2/16/94,472.790009
2/15/94,472.519989
2/14/94,470.230011
2/11/94,470.179993
2/10/94,468.929993
2/9/94,472.769989
2/8/94,471.049988
2/7/94,471.76001
2/4/94,469.809998
2/3/94,480.709991
2/2/94,482
2/1/94,479.619995
1/31/94,481.609985
1/28/94,478.700012
1/27/94,477.049988
1/26/94,473.200012
1/25/94,470.920013
1/24/94,471.970001
1/21/94,474.720001
1/20/94,474.980011
1/19/94,474.299988
1/18/94,474.25
1/17/94,473.299988
1/14/94,474.910004
1/13/94,472.470001
1/12/94,474.170013
1/11/94,474.130005
1/10/94,475.269989
1/7/94,469.899994
1/6/94,467.119995
1/5/94,467.549988
1/4/94,466.890015
1/3/94,465.440002
12/31/93,466.450012
12/30/93,468.640015
12/29/93,470.579987
12/28/93,470.940002
12/27/93,470.540009
12/23/93,467.380005
12/22/93,467.320007
12/21/93,465.299988
12/20/93,465.850006
12/17/93,466.380005
12/16/93,463.339996
12/15/93,461.839996
12/14/93,463.059998
12/13/93,465.700012
12/10/93,463.929993
12/9/93,464.179993
12/8/93,466.290009
12/7/93,466.76001
12/6/93,466.429993
12/3/93,464.890015
12/2/93,463.109985
12/1/93,461.890015
11/30/93,461.790009
11/29/93,461.899994
11/26/93,463.059998
11/24/93,462.359985
11/23/93,461.029999
11/22/93,459.130005
11/19/93,462.600006
11/18/93,463.619995
11/17/93,464.809998
11/16/93,466.73999
11/15/93,463.75
11/12/93,465.390015
11/11/93,462.640015
11/10/93,463.720001
11/9/93,460.329987
11/8/93,460.209991
11/5/93,459.570007
11/4/93,457.48999
11/3/93,463.019989
11/2/93,468.440002
11/1/93,469.100006
10/29/93,467.829987
10/28/93,467.730011
10/27/93,464.609985
10/26/93,464.299988
10/25/93,464.200012
10/22/93,463.269989
10/21/93,465.359985
10/20/93,466.070007
10/19/93,466.209991
10/18/93,468.450012
10/15/93,469.5
10/14/93,466.829987
10/13/93,461.48999
10/12/93,461.119995
10/11/93,460.880005
10/8/93,460.309998
10/7/93,459.179993
10/6/93,460.73999
10/5/93,461.200012
10/4/93,461.339996
10/1/93,461.279999
9/30/93,458.929993
9/29/93,460.109985
9/28/93,461.529999
9/27/93,461.799988
9/24/93,457.630005
9/23/93,457.73999
9/22/93,456.200012
9/21/93,452.950012
9/20/93,455.049988
9/17/93,458.829987
9/16/93,459.429993
9/15/93,461.600006
9/14/93,459.899994
9/13/93,462.059998
9/10/93,461.720001
9/9/93,457.5
9/8/93,456.649994
9/7/93,458.519989
9/3/93,461.339996
9/2/93,461.299988
9/1/93,463.149994
8/31/93,463.559998
8/30/93,461.899994
8/27/93,460.540009
8/26/93,461.040009
8/25/93,460.130005
8/24/93,459.769989
8/23/93,455.230011
8/20/93,456.160004
8/19/93,456.429993
8/18/93,456.040009
8/17/93,453.130005
8/16/93,452.380005
8/13/93,450.140015
8/12/93,448.959991
8/11/93,450.459991
8/10/93,449.450012
8/9/93,450.720001
8/6/93,448.679993
8/5/93,448.130005
8/4/93,448.540009
8/3/93,449.269989
8/2/93,450.149994
7/30/93,448.130005
7/29/93,450.23999
7/28/93,447.190002
7/27/93,448.23999
7/26/93,449.089996
7/23/93,447.100006
7/22/93,444.51001
7/21/93,447.179993
7/20/93,447.309998
7/19/93,446.029999
7/16/93,445.75
7/15/93,449.220001
7/14/93,450.079987
7/13/93,448.089996
7/12/93,448.980011
7/9/93,448.109985
7/8/93,448.640015
7/7/93,442.829987
7/6/93,441.429993
7/2/93,445.839996
7/1/93,449.019989
6/30/93,450.529999
6/29/93,450.690002
6/28/93,451.850006
6/25/93,447.600006
6/24/93,446.619995
6/23/93,443.190002
6/22/93,445.929993
6/21/93,446.220001
6/18/93,443.679993
6/17/93,448.540009
6/16/93,447.429993
6/15/93,446.269989
6/14/93,447.709991
6/11/93,447.26001
6/10/93,445.380005
6/9/93,445.779999
6/8/93,444.709991
6/7/93,447.690002
6/4/93,450.059998
6/3/93,452.48999
6/2/93,453.850006
6/1/93,453.829987
5/28/93,450.190002
5/27/93,452.410004
5/26/93,453.440002
5/25/93,448.850006
5/24/93,448
5/21/93,445.839996
5/20/93,450.589996
5/19/93,447.570007
5/18/93,440.320007
5/17/93,440.369995
5/14/93,439.559998
5/13/93,439.230011
5/12/93,444.799988
5/11/93,444.359985
5/10/93,442.799988
5/7/93,442.309998
5/6/93,443.26001
5/5/93,444.519989
5/4/93,444.049988
5/3/93,442.459991
4/30/93,440.190002
4/29/93,438.890015
4/28/93,438.019989
4/27/93,438.01001
4/26/93,433.540009
4/23/93,437.029999
4/22/93,439.459991
4/21/93,443.630005
4/20/93,445.100006
4/19/93,447.459991
4/16/93,448.940002
4/15/93,448.399994
4/14/93,448.660004
4/13/93,449.220001
4/12/93,448.369995
4/8/93,441.839996
4/7/93,442.730011
4/6/93,441.160004
4/5/93,442.290009
4/2/93,441.390015
4/1/93,450.299988
3/31/93,451.670013
3/30/93,451.970001
3/29/93,450.769989
3/26/93,447.779999
3/25/93,450.880005
3/24/93,448.070007
3/23/93,448.76001
3/22/93,448.880005
3/19/93,450.179993
3/18/93,451.890015
3/17/93,448.309998
3/16/93,451.369995
3/15/93,451.429993
3/12/93,449.829987
3/11/93,453.720001
3/10/93,456.329987
3/9/93,454.399994
3/8/93,454.709991
3/5/93,446.109985
3/4/93,447.339996
3/3/93,449.26001
3/2/93,447.899994
3/1/93,442.01001
2/26/93,443.380005
2/25/93,442.339996
2/24/93,440.869995
2/23/93,434.799988
2/22/93,435.23999
2/19/93,434.220001
2/18/93,431.899994
2/17/93,433.299988
2/16/93,433.910004
2/12/93,444.579987
2/11/93,447.660004
2/10/93,446.230011
2/9/93,445.329987
2/8/93,447.850006
2/5/93,448.929993
2/4/93,449.559998
2/3/93,447.200012
2/2/93,442.549988
2/1/93,442.519989
1/29/93,438.779999
1/28/93,438.660004
1/27/93,438.109985
1/26/93,439.950012
1/25/93,440.01001
1/22/93,436.109985
1/21/93,435.48999
1/20/93,433.369995
1/19/93,435.130005
1/18/93,436.839996
1/15/93,437.149994
1/14/93,435.940002
1/13/93,433.029999
1/12/93,431.040009
1/11/93,430.950012
1/8/93,429.049988
1/7/93,430.730011
1/6/93,434.519989
1/5/93,434.339996
1/4/93,435.380005
12/31/92,435.709991
12/30/92,438.820007
12/29/92,437.980011
12/28/92,439.149994
12/24/92,439.769989
12/23/92,439.029999
12/22/92,440.309998
12/21/92,440.700012
12/18/92,441.279999
12/17/92,435.429993
12/16/92,431.519989
12/15/92,432.570007
12/14/92,432.839996
12/11/92,433.730011
12/10/92,434.640015
12/9/92,435.649994
12/8/92,436.98999
12/7/92,435.309998
12/4/92,432.059998
12/3/92,429.910004
12/2/92,429.890015
12/1/92,430.779999
11/30/92,431.350006
11/27/92,430.160004
11/25/92,429.190002
11/24/92,427.589996
11/23/92,425.119995
11/20/92,426.649994
11/19/92,423.609985
11/18/92,422.850006
11/17/92,419.269989
11/16/92,420.679993
11/13/92,422.429993
11/12/92,422.869995
11/11/92,422.200012
11/10/92,418.619995
11/9/92,418.589996
11/6/92,417.579987
11/5/92,418.339996
11/4/92,417.109985
11/3/92,419.920013
11/2/92,422.75
10/30/92,418.679993
10/29/92,420.859985
10/28/92,420.130005
10/27/92,418.48999
10/26/92,418.160004
10/23/92,414.100006
10/22/92,414.899994
10/21/92,415.670013
10/20/92,415.480011
10/19/92,414.980011
10/16/92,411.730011
10/15/92,409.600006
10/14/92,409.369995
10/13/92,409.299988
10/12/92,407.440002
10/9/92,402.660004
10/8/92,407.75
10/7/92,404.25
10/6/92,407.179993
10/5/92,407.570007
10/2/92,410.470001
10/1/92,416.290009
9/30/92,417.799988
9/29/92,416.799988
9/28/92,416.619995
9/25/92,414.350006
9/24/92,418.470001
9/23/92,417.440002
9/22/92,417.140015
9/21/92,422.140015
9/18/92,422.929993
9/17/92,419.929993
9/16/92,419.920013
9/15/92,419.769989
9/14/92,425.269989
9/11/92,419.579987
9/10/92,419.950012
9/9/92,416.359985
9/8/92,414.440002
9/4/92,417.079987
9/3/92,417.980011
9/2/92,417.980011
9/1/92,416.070007
8/31/92,414.029999
8/28/92,414.839996
8/27/92,413.529999
8/26/92,413.51001
8/25/92,411.609985
8/24/92,410.720001
8/21/92,414.850006
8/20/92,418.26001
8/19/92,418.190002
8/18/92,421.339996
8/17/92,420.73999
8/14/92,419.910004
8/13/92,417.730011
8/12/92,417.779999
8/11/92,418.899994
8/10/92,419.420013
8/7/92,418.880005
8/6/92,420.589996
8/5/92,422.190002
8/4/92,424.359985
8/3/92,425.089996
7/31/92,424.209991
7/30/92,423.920013
7/29/92,422.230011
7/28/92,417.519989
7/27/92,411.540009
7/24/92,411.600006
7/23/92,412.079987
7/22/92,410.929993
7/21/92,413.76001
7/20/92,413.75
7/17/92,415.619995
7/16/92,417.540009
7/15/92,417.100006
7/14/92,417.679993
7/13/92,414.869995
7/10/92,414.619995
7/9/92,414.230011
7/8/92,410.279999
7/7/92,409.160004
7/6/92,413.839996
7/2/92,411.769989
7/1/92,412.880005
6/30/92,408.140015
6/29/92,408.940002
6/26/92,403.450012
6/25/92,403.119995
6/24/92,403.839996
6/23/92,404.040009
6/22/92,403.399994
6/19/92,403.670013
6/18/92,400.959991
6/17/92,402.26001
6/16/92,408.320007
6/15/92,410.290009
6/12/92,409.76001
6/11/92,409.049988
6/10/92,407.25
6/9/92,410.059998
6/8/92,413.359985
6/5/92,413.480011
6/4/92,413.26001
6/3/92,414.589996
6/2/92,413.5
6/1/92,417.299988
5/29/92,415.350006
5/28/92,416.73999
5/27/92,412.170013
5/26/92,411.410004
5/22/92,414.019989
5/21/92,412.600006
5/20/92,415.390015
5/19/92,416.369995
5/18/92,412.809998
5/15/92,410.089996
5/14/92,413.140015
5/13/92,416.450012
5/12/92,416.290009
5/11/92,418.48999
5/8/92,416.049988
5/7/92,415.850006
5/6/92,416.790009
5/5/92,416.839996
5/4/92,416.910004
5/1/92,412.529999
4/30/92,414.950012
4/29/92,412.019989
4/28/92,409.109985
4/27/92,408.450012
4/24/92,409.019989
4/23/92,411.600006
4/22/92,409.809998
4/21/92,410.26001
4/20/92,410.179993
4/16/92,416.040009
4/15/92,416.279999
4/14/92,412.390015
4/13/92,406.079987
4/10/92,404.290009
4/9/92,400.640015
4/8/92,394.5
4/7/92,398.059998
4/6/92,405.589996
4/3/92,401.549988
4/2/92,400.5
4/1/92,404.230011
3/31/92,403.690002
3/30/92,403
3/27/92,403.5
3/26/92,407.859985
3/25/92,407.519989
3/24/92,408.880005
3/23/92,409.910004
3/20/92,411.299988
3/19/92,409.799988
3/18/92,409.149994
3/17/92,409.579987
3/16/92,406.390015
3/13/92,405.839996
3/12/92,403.890015
3/11/92,404.029999
3/10/92,406.890015
3/9/92,405.209991
3/6/92,404.440002
3/5/92,406.51001
3/4/92,409.329987
3/3/92,412.850006
3/2/92,412.450012
2/28/92,412.700012
2/27/92,413.859985
2/26/92,415.350006
2/25/92,410.450012
2/24/92,412.269989
2/21/92,411.429993
2/20/92,413.899994
2/19/92,408.26001
2/18/92,407.380005
2/14/92,412.480011
2/13/92,413.690002
2/12/92,417.130005
2/11/92,413.76001
2/10/92,413.769989
2/7/92,411.089996
2/6/92,413.820007
2/5/92,413.839996
2/4/92,413.850006
2/3/92,409.529999
1/31/92,408.779999
1/30/92,411.619995
1/29/92,410.339996
1/28/92,414.959991
1/27/92,414.98999
1/24/92,415.480011
1/23/92,414.959991
1/22/92,418.130005
1/21/92,412.640015
1/20/92,416.359985
1/17/92,418.859985
1/16/92,418.209991
1/15/92,420.769989
1/14/92,420.440002
1/13/92,414.339996
1/10/92,415.100006
1/9/92,417.609985
1/8/92,418.100006
1/7/92,417.399994
1/6/92,417.959991
1/3/92,419.339996
1/2/92,417.26001
12/31/91,417.089996
12/30/91,415.140015
12/27/91,406.459991
12/26/91,404.839996
12/24/91,399.329987
12/23/91,396.820007
12/20/91,387.040009
12/19/91,382.519989
12/18/91,383.480011
12/17/91,382.73999
12/16/91,384.459991
12/13/91,384.470001
12/12/91,381.549988
12/11/91,377.700012
12/10/91,377.899994
12/9/91,378.26001
12/6/91,379.100006
12/5/91,377.390015
12/4/91,380.070007
12/3/91,380.959991
12/2/91,381.399994
11/29/91,375.220001
11/27/91,376.549988
11/26/91,377.959991
11/25/91,375.339996
11/22/91,376.140015
11/21/91,380.059998
11/20/91,378.529999
11/19/91,379.420013
11/18/91,385.23999
11/15/91,382.619995
11/14/91,397.149994
11/13/91,397.410004
11/12/91,396.73999
11/11/91,393.119995
11/8/91,392.890015
11/7/91,393.720001
11/6/91,389.970001
11/5/91,388.709991
11/4/91,390.279999
11/1/91,391.320007
10/31/91,392.450012
10/30/91,392.959991
10/29/91,391.480011
10/28/91,389.519989
10/25/91,384.200012
10/24/91,385.070007
10/23/91,387.940002
10/22/91,387.829987
10/21/91,390.019989
10/18/91,392.5
10/17/91,391.920013
10/16/91,392.799988
10/15/91,391.01001
10/14/91,386.470001
10/11/91,381.450012
10/10/91,380.549988
10/9/91,376.799988
10/8/91,380.670013
10/7/91,379.5
10/4/91,381.25
10/3/91,384.470001
10/2/91,388.26001
10/1/91,389.200012
9/30/91,387.859985
9/27/91,385.899994
9/26/91,386.48999
9/25/91,386.880005
9/24/91,387.709991
9/23/91,385.920013
9/20/91,387.920013
9/19/91,387.559998
9/18/91,386.940002
9/17/91,385.5
9/16/91,385.779999
9/13/91,383.589996
9/12/91,387.339996
9/11/91,385.089996
9/10/91,384.559998
9/9/91,388.570007
9/6/91,389.100006
9/5/91,389.140015
9/4/91,389.970001
9/3/91,392.149994
8/30/91,395.429993
8/29/91,396.470001
8/28/91,396.640015
8/27/91,393.059998
8/26/91,393.850006
8/23/91,394.170013
8/22/91,391.329987
8/21/91,390.589996
8/20/91,379.429993
8/19/91,376.470001
8/16/91,385.579987
8/15/91,389.329987
8/14/91,389.899994
8/13/91,389.619995
8/12/91,388.019989
8/9/91,387.119995
8/8/91,389.320007
8/7/91,390.559998
8/6/91,390.619995
8/5/91,385.059998
8/2/91,387.179993
8/1/91,387.119995
7/31/91,387.809998
7/30/91,386.690002
7/29/91,383.149994
7/26/91,380.929993
7/25/91,380.959991
7/24/91,378.640015
7/23/91,379.420013
7/22/91,382.880005
7/19/91,384.220001
7/18/91,385.369995
7/17/91,381.179993
7/16/91,381.540009
7/15/91,382.390015
7/12/91,380.25
7/11/91,376.970001
7/10/91,375.73999
7/9/91,376.109985
7/8/91,377.940002
7/5/91,374.079987
7/3/91,373.329987
7/2/91,377.470001
7/1/91,377.920013
6/28/91,371.160004
6/27/91,374.399994
6/26/91,371.589996
6/25/91,370.649994
6/24/91,370.940002
6/21/91,377.75
6/20/91,375.420013
6/19/91,375.089996
6/18/91,378.589996
6/17/91,380.130005
6/14/91,382.290009
6/13/91,377.630005
6/12/91,376.649994
6/11/91,381.049988
6/10/91,378.570007
6/7/91,379.429993
6/6/91,383.630005
6/5/91,385.089996
6/4/91,387.73999
6/3/91,388.059998
5/31/91,389.829987
5/30/91,386.959991
5/29/91,382.790009
5/28/91,381.940002
5/24/91,377.48999
5/23/91,374.959991
5/22/91,376.190002
5/21/91,375.350006
5/20/91,372.279999
5/17/91,372.390015
5/16/91,372.190002
5/15/91,368.570007
5/14/91,371.619995
5/13/91,376.76001
5/10/91,375.73999
5/9/91,383.25
5/8/91,378.51001
5/7/91,377.320007
5/6/91,380.079987
5/3/91,380.799988
5/2/91,380.519989
5/1/91,380.290009
4/30/91,375.339996
4/29/91,373.660004
4/26/91,379.019989
4/25/91,379.25
4/24/91,382.76001
4/23/91,381.76001
4/22/91,380.950012
4/19/91,384.200012
4/18/91,388.459991
4/17/91,390.450012
4/16/91,387.619995
4/15/91,381.190002
4/12/91,380.399994
4/11/91,377.630005
4/10/91,373.149994
4/9/91,373.559998
4/8/91,378.660004
4/5/91,375.359985
4/4/91,379.769989
4/3/91,378.940002
4/2/91,379.5
4/1/91,371.299988
3/28/91,375.220001
3/27/91,375.350006
3/26/91,376.299988
3/25/91,369.829987
3/22/91,367.480011
3/21/91,366.579987
3/20/91,367.920013
3/19/91,366.589996
3/18/91,372.109985
3/15/91,373.589996
3/14/91,373.5
3/13/91,374.570007
3/12/91,370.029999
3/11/91,372.959991
3/8/91,374.950012
3/7/91,375.910004
3/6/91,376.170013
3/5/91,376.720001
3/4/91,369.329987
3/1/91,370.470001
2/28/91,367.070007
2/27/91,367.73999
2/26/91,362.809998
2/25/91,367.26001
2/22/91,365.649994
2/21/91,364.970001
2/20/91,365.140015
2/19/91,369.390015
2/15/91,369.059998
2/14/91,364.220001
2/13/91,369.019989
2/12/91,365.5
2/11/91,368.579987
2/8/91,359.350006
2/7/91,356.519989
2/6/91,358.070007
2/5/91,351.26001
2/4/91,348.339996
2/1/91,343.049988
1/31/91,343.929993
1/30/91,340.910004
1/29/91,335.839996
1/28/91,336.029999
1/25/91,336.070007
1/24/91,334.779999
1/23/91,330.209991
1/22/91,328.309998
1/21/91,331.059998
1/18/91,332.230011
1/17/91,327.970001
1/16/91,316.170013
1/15/91,313.730011
1/14/91,312.48999
1/11/91,315.230011
1/10/91,314.529999
1/9/91,311.48999
1/8/91,314.899994
1/7/91,315.440002
1/4/91,321
1/3/91,321.910004
1/2/91,326.450012
12/31/90,330.220001
12/28/90,328.720001
12/27/90,328.290009
12/26/90,330.850006
12/24/90,329.899994
12/21/90,331.75
12/20/90,330.119995
12/19/90,330.200012
12/18/90,330.049988
12/17/90,326.019989
12/14/90,326.820007
12/13/90,329.339996
12/12/90,330.190002
12/11/90,326.440002
12/10/90,328.890015
12/7/90,327.75
12/6/90,329.070007
12/5/90,329.920013
12/4/90,326.350006
12/3/90,324.100006
11/30/90,322.220001
11/29/90,316.420013
11/28/90,317.950012
11/27/90,318.100006
11/26/90,316.51001
11/23/90,315.100006
11/21/90,316.029999
11/20/90,315.309998
11/19/90,319.339996
11/16/90,317.119995
11/15/90,317.019989
11/14/90,320.399994
11/13/90,317.670013
11/12/90,319.480011
11/9/90,313.73999
11/8/90,307.609985
11/7/90,306.01001
11/6/90,311.619995
11/5/90,314.589996
11/2/90,311.850006
11/1/90,307.019989
10/31/90,304
10/30/90,304.059998
10/29/90,301.880005
10/26/90,304.709991
10/25/90,310.170013
10/24/90,312.600006
10/23/90,312.359985
10/22/90,314.76001
10/19/90,312.480011
10/18/90,305.73999
10/17/90,298.76001
10/16/90,298.920013
10/15/90,303.230011
10/12/90,300.029999
10/11/90,295.459991
10/10/90,300.390015
10/9/90,305.100006
10/8/90,313.480011
10/5/90,311.5
10/4/90,312.690002
10/3/90,311.399994
10/2/90,315.209991
10/1/90,314.940002
9/28/90,306.049988
9/27/90,300.970001
9/26/90,305.059998
9/25/90,308.26001
9/24/90,304.589996
9/21/90,311.320007
9/20/90,311.480011
9/19/90,316.600006
9/18/90,318.600006
9/17/90,317.769989
9/14/90,316.829987
9/13/90,318.649994
9/12/90,322.540009
9/11/90,321.040009
9/10/90,321.630005
9/7/90,323.399994
9/6/90,320.459991
9/5/90,324.390015
9/4/90,323.089996
8/31/90,322.559998
8/30/90,318.709991
8/29/90,324.190002
8/28/90,321.339996
8/27/90,321.440002
8/24/90,311.51001
8/23/90,307.059998
8/22/90,316.549988
8/21/90,321.859985
8/20/90,328.51001
8/17/90,327.829987
8/16/90,332.390015
8/15/90,340.059998
8/14/90,339.390015
8/13/90,338.839996
8/10/90,335.519989
8/9/90,339.940002
8/8/90,338.350006
8/7/90,334.829987
8/6/90,334.429993
8/3/90,344.859985
8/2/90,351.480011
8/1/90,355.519989
7/31/90,356.149994
7/30/90,355.549988
7/27/90,353.440002
7/26/90,355.910004
7/25/90,357.089996
7/24/90,355.790009
7/23/90,355.309998
7/20/90,361.609985
7/19/90,365.320007
7/18/90,364.220001
7/17/90,367.519989
7/16/90,368.950012
7/13/90,367.309998
7/12/90,365.440002
7/11/90,361.230011
7/10/90,356.48999
7/9/90,359.519989
7/6/90,358.420013
7/5/90,355.679993
7/3/90,360.160004
7/2/90,359.540009
6/29/90,358.019989
6/28/90,357.630005
6/27/90,355.140015
6/26/90,352.059998
6/25/90,352.309998
6/22/90,355.429993
6/21/90,360.470001
6/20/90,359.100006
6/19/90,358.470001
6/18/90,356.880005
6/15/90,362.910004
6/14/90,362.899994
6/13/90,364.899994
6/12/90,366.25
6/11/90,361.630005
6/8/90,358.709991
6/7/90,363.149994
6/6/90,364.959991
6/5/90,366.640015
6/4/90,367.399994
6/1/90,363.160004
5/31/90,361.230011
5/30/90,360.859985
5/29/90,360.649994
5/25/90,354.579987
5/24/90,358.410004
5/23/90,359.290009
5/22/90,358.429993
5/21/90,358
5/18/90,354.640015
5/17/90,354.470001
5/16/90,354
5/15/90,354.279999
5/14/90,354.75
5/11/90,352
5/10/90,343.820007
5/9/90,342.859985
5/8/90,342.01001
5/7/90,340.529999
5/4/90,338.390015
5/3/90,335.570007
5/2/90,334.480011
5/1/90,332.25
4/30/90,330.799988
4/27/90,329.109985
4/26/90,332.920013
4/25/90,332.029999
4/24/90,330.359985
4/23/90,331.049988
4/20/90,335.119995
4/19/90,338.089996
4/18/90,340.720001
4/17/90,344.679993
4/16/90,344.73999
4/12/90,344.339996
4/11/90,341.920013
4/10/90,342.070007
4/9/90,341.369995
4/6/90,340.079987
4/5/90,340.730011
4/4/90,341.089996
4/3/90,343.640015
4/2/90,338.700012
3/30/90,339.940002
3/29/90,340.790009
3/28/90,342
3/27/90,341.5
3/26/90,337.630005
3/23/90,337.220001
3/22/90,335.690002
3/21/90,339.73999
3/20/90,341.570007
3/19/90,343.529999
3/16/90,341.910004
3/15/90,338.070007
3/14/90,336.869995
3/13/90,336
3/12/90,338.670013
3/9/90,337.929993
3/8/90,340.269989
3/7/90,336.950012
3/6/90,337.929993
3/5/90,333.73999
3/2/90,335.540009
3/1/90,332.73999
2/28/90,331.890015
2/27/90,330.26001
2/26/90,328.670013
2/23/90,324.149994
2/22/90,325.700012
2/21/90,327.670013
2/20/90,327.98999
2/16/90,332.720001
2/15/90,334.890015
2/14/90,332.01001
2/13/90,331.019989
2/12/90,330.079987
2/9/90,333.619995
2/8/90,332.959991
2/7/90,333.75
2/6/90,329.660004
2/5/90,331.850006
2/2/90,330.920013
2/1/90,328.790009
1/31/90,329.079987
1/30/90,322.980011
1/29/90,325.200012
1/26/90,325.799988
1/25/90,326.079987
1/24/90,330.26001
1/23/90,331.609985
1/22/90,330.380005
1/19/90,339.149994
1/18/90,338.190002
1/17/90,337.399994
1/16/90,340.75
1/15/90,337
1/12/90,339.929993
1/11/90,348.529999
1/10/90,347.309998
1/9/90,349.619995
1/8/90,353.790009
1/5/90,352.200012
1/4/90,355.670013
1/3/90,358.76001
1/2/90,359.690002
